kernel,C,coef0,degree,gamma,tol,mean_test_score
rbf,648.3635832522973,,,10.395028523555276,1.4535308202723953,0.54577
rbf,37.82615351104629,,,10.243951264105574,1.1996915568906583,0.54464
rbf,529.9268070916481,,,11.973182137664757,1.6911100245410504,0.54439
rbf,382.88671135405355,,,6.4563952025465605,0.0001,0.54361
rbf,161.2790065024791,,,6.486042772329451,0.23414282297712738,0.543
rbf,78.01970385101785,,,10.749602946789414,1.0445948643381846,0.54136
rbf,704.3789605308548,,,13.620208561438917,1.7113497726018507,0.54073
rbf,913.649787395076,,,6.791141829457235,0.6901634784458623,0.54003
rbf,958.8383641034535,,,6.89284657991366,0.09528080535699267,0.53966
rbf,968.4492067758713,,,14.974759314655264,1.759470459105947,0.53963
rbf,117.71236656624987,,,6.929505564799867,0.0783121763679546,0.53943
rbf,980.7897601293577,,,7.119658108266686,0.34998554530181075,0.53842
rbf,544.2234823118736,,,7.148765778587042,0.24931506908851672,0.53836
rbf,693.3731988725513,,,7.130353353515304,0.5353377672469797,0.5383
rbf,273.1462232034108,,,7.1581454929749,0.6713570801355673,0.53828
rbf,365.97437596344696,,,7.7364438822124635,0.9771806988268503,0.53816
rbf,442.8383657517766,,,14.81486866974137,1.4784739754326166,0.53727
rbf,792.8078872607573,,,7.569847871790907,0.5154924495197631,0.53701
rbf,886.5146283943398,,,7.68315961669009,0.37542170590706847,0.53669
rbf,844.8100423740525,,,8.099919004125887,0.39192397681783603,0.53554
rbf,133.81362816189832,,,8.637531799807384,0.5326582337269031,0.53441
rbf,926.7089943950606,,,9.266052710265992,0.0001,0.53335
poly,153.32997023925714,-16.90958477986671,2.7519811422049907,15.0,0.0001,0.53176
rbf,562.5794636450034,,,11.697037541958448,0.9885035006860862,0.53072
rbf,255.8207443862722,,,11.254579278167162,0.5728536224602051,0.53067
rbf,310.8304889265555,,,12.28480831078275,0.6695717738805931,0.53003
rbf,865.0473866908836,,,12.786179608638344,0.15911411310090826,0.52986
rbf,760.7391273231052,,,12.90289912717024,0.3307859195185677,0.52966
rbf,815.695528759911,,,13.652585997263747,0.913830354298162,0.52925
rbf,283.6591082403686,,,13.646741499042976,0.22476434900571418,0.52917
rbf,901.7017496162822,,,13.986678463476467,0.2010428947839867,0.52897
rbf,423.50930750873044,,,14.763507395924986,0.6645180370705094,0.52885
sigmoid,260.4801911705879,-10.003441626068804,,,2.0,0.52614
sigmoid,499.19002387241113,19.8376958866232,,,1.7755612309561404,0.52041
sigmoid,304.996325997082,-20.0,,,0.0001,0.52041
sigmoid,122.66704638624907,-19.90984369995685,,,1.0328884936054261,0.52041
sigmoid,258.83401999872694,12.388333628873388,,,2.0,0.52041
sigmoid,179.0428400105929,20.0,,,2.0,0.52041
sigmoid,358.23411686570427,19.859187621461572,,,1.1654707933427138,0.52041
sigmoid,839.2238275165506,18.223247433615576,,,1.8887645585001271,0.52041
sigmoid,234.80944786257376,18.48095312808782,,,0.3217654630315311,0.52041
sigmoid,599.9426855029033,-19.04136698679057,,,0.7715597497979731,0.52041
sigmoid,475.008961125068,-18.563068211817626,,,0.6804221179673372,0.52041
sigmoid,998.1944195323788,-19.924951254702453,,,0.007759646485949909,0.52041
sigmoid,141.57550754171743,19.16940808392198,,,0.7653237573837095,0.52041
sigmoid,501.2873441903543,-19.445512089318395,,,0.016035670045530956,0.52041
sigmoid,628.6796025506568,-19.840206321587537,,,0.02867742910816808,0.52041
sigmoid,207.06983228487297,20.0,,,0.0001,0.52041
sigmoid,786.2160338992376,-8.198315041973903,,,0.2446971725250009,0.52041
sigmoid,158.62875874256085,-17.924366880637287,,,0.08619947818022515,0.52041
sigmoid,749.3070943160197,-20.0,,,0.0001,0.52041
sigmoid,999.8074254915662,19.424213931086513,,,1.3214699250220026,0.52041
sigmoid,391.44232466087504,12.01253632781323,,,0.2147312744143424,0.52041
sigmoid,109.31150380483976,17.84109483606614,,,0.04465085804073062,0.52041
sigmoid,957.2713116802466,-19.61086686601004,,,1.8372842819595865,0.52041
sigmoid,563.1627119714016,-20.0,,,0.0001,0.52041
sigmoid,331.3650989748849,-20.0,,,2.0,0.52041
sigmoid,533.4424097471922,19.043040914837626,,,1.3847809127064914,0.52041
sigmoid,939.1131194082733,16.502703107280034,,,1.5880752569498253,0.52041
sigmoid,446.2873579759975,-14.197959053519039,,,1.5243356638947585,0.52041
sigmoid,608.24020864485,20.0,,,0.7412407919895486,0.52041
sigmoid,241.33051443636174,-19.94772984326112,,,1.8232871660745114,0.52041
sigmoid,471.2528747308059,17.418903131490197,,,0.05002888199957985,0.52041
sigmoid,418.4159712450913,-19.97518688694175,,,1.7313076077548115,0.52041
sigmoid,371.9625412285258,-19.978518586959332,,,1.1999076047956585,0.52041
sigmoid,193.71432496002404,-15.587466997895984,,,1.924623943883697,0.52041
sigmoid,21.922868355790268,-9.445251331048752,,,0.8125210369047219,0.52041
sigmoid,787.7810575535467,8.365473652995092,,,0.23971674833404652,0.52041
sigmoid,423.50930750873044,19.369353055799962,,,0.6645180370705094,0.52041
sigmoid,648.3635832522973,7.720076062814066,,,1.4535308202723953,0.52041
sigmoid,901.7017496162822,17.297809235937244,,,0.2010428947839867,0.52041
sigmoid,281.945357701121,-8.434135877635288,,,1.7457332771598622,0.52041
sigmoid,527.036346492387,-14.934544929263698,,,0.250554499983463,0.52041
sigmoid,198.82179185564394,-10.976765766377241,,,1.426136643217501,0.52041
sigmoid,37.82615351104629,7.317203370948199,,,1.1996915568906583,0.52041
sigmoid,898.8720212109129,-16.77139861654946,,,1.0815672716329434,0.52041
sigmoid,968.4492067758713,19.93269150574737,,,1.759470459105947,0.52041
sigmoid,78.01970385101785,8.665607858105105,,,1.0445948643381846,0.52041
sigmoid,283.6591082403686,16.3913106641146,,,0.22476434900571418,0.52041
sigmoid,815.695528759911,16.406895992703326,,,0.913830354298162,0.52041
sigmoid,562.5794636450034,11.192100111889193,,,0.9885035006860862,0.52041
sigmoid,442.8383657517766,19.506316452643652,,,1.4784739754326166,0.52041
sigmoid,918.7506629419947,-13.471191604507835,,,1.6642637945295162,0.52041
sigmoid,310.8304889265555,12.759488828754002,,,0.6695717738805931,0.52041
sigmoid,760.7391273231052,14.407731005787305,,,0.3307859195185677,0.52041
sigmoid,51.87383272083162,-11.7739265929891,,,2.0,0.52041
sigmoid,799.8884207654272,-18.256339085089003,,,0.8629835632805968,0.52041
sigmoid,887.6158203957142,10.692379055047091,,,1.2948607550487334,0.52041
sigmoid,865.0473866908836,14.09647895636892,,,0.15911411310090826,0.52041
sigmoid,714.5541198323552,12.764211863059856,,,1.5972317391363033,0.52041
sigmoid,75.89261276684925,-14.698329566818366,,,1.1990476537618155,0.52041
sigmoid,55.876379484843476,14.070667224405831,,,0.8829898534860544,0.52041
sigmoid,8.680421832935346,6.708728470048044,,,1.8554681344100492,0.52041
sigmoid,4.517673107747912,-16.90648038427615,,,1.2535527433881068,0.52041
sigmoid,878.0239696131459,-8.5772946117692,,,0.7303478621784834,0.52041
sigmoid,713.0185616768975,-7.955073078453783,,,1.2145800622931922,0.52041
sigmoid,693.9223682563061,16.143802807433836,,,0.9248444018583966,0.52041
sigmoid,680.7598966638532,-11.000978989830223,,,2.0,0.52041
sigmoid,812.4631330287374,-10.49252707312136,,,1.3064110339622235,0.52041
sigmoid,830.6608540108388,-10.23389609455529,,,0.0001,0.52041
sigmoid,698.955378221362,-9.973041379846963,,,1.9980848990238569,0.52041
sigmoid,674.4287497122257,13.737869840591763,,,1.108539058631228,0.52041
poly,609.6496996852388,-8.76168297290627,5.0,15.0,2.0,0.4491
poly,694.2846516635042,-3.0596507593015403,4.936935305579996,4.983384447251183,1.5997964524852304,0.43198
poly,547.930097836131,-20.0,5.0,15.0,0.5076067485580681,0.42587
poly,34.72406238912222,-20.0,5.0,15.0,2.0,0.42587
poly,798.2926457474956,-19.764625236940596,3.7233818576984095,12.899239288827411,0.522330364836644,0.37462
poly,964.7135650868762,-16.256176596408814,5.0,15.0,2.0,0.35828
poly,491.58525609757584,-19.615499011942585,4.174099339238561,10.770754712600652,1.9896644118948614,0.28753
poly,918.7506629419947,-13.471191604507835,4.3284940137597205,6.642567128843778,1.9753170568410512,0.2796
poly,860.1934149514076,-13.385950907174005,3.6252234357310957,5.541835768911932,1.6348956942876551,0.27144
poly,845.320002420414,-17.167264243409615,2.1455352874718736,7.582308922645674,0.35068931803561687,0.24651
poly,657.5292331642419,-19.07619404008985,3.838816464634349,1.303009158989883,0.7901612740087249,0.23631
poly,757.532383596574,-12.196267999982089,2.4182776606167247,1.5982335637841887,1.9635675180214807,0.23464
